DepMap_ID
A1CF (29974) Exp
A2ML1 (144568) Exp
AAAS (8086) Exp
AADAC (13) Exp
AADACL2 (344752) Exp
AARS1 (16) Exp
AARSD1 (80755) Exp
AATF (26574) Exp
ABCA10 (10349) Exp
ABCA7 (10347) Exp
ABCA9 (10350) Exp
ABCB10 (23456) Exp
ABCB11 (8647) Exp
ABCB4 (5244) Exp
ABCB8 (11194) Exp
ABCC10 (89845) Exp
ABCC2 (1244) Exp
ABCC5 (10057) Exp
ABCD4 (5826) Exp
ABCG1 (9619) Exp
ABCG2 (9429) Exp
ABCG5 (64240) Exp
ABCG8 (64241) Exp
ABHD1 (84696) Exp
ABHD11 (83451) Exp
ABHD12B (145447) Exp
ABHD14A (25864) Exp
ABHD14B (84836) Exp
ABHD15 (116236) Exp
ABHD16A (7920) Exp
ABHD16B (140701) Exp
ABHD17A (81926) Exp
ABHD17C (58489) Exp
ABHD3 (171586) Exp
ABI1 (10006) Exp
ABI3 (51225) Exp
ABITRAM (54942) Exp
ABRA (137735) Exp
ABRACL (58527) Exp
ABRAXAS1 (84142) Exp
ABT1 (29777) Exp
ABTB1 (80325) Exp
ACAA1 (30) Exp
ACAD10 (80724) Exp
ACAD11 (84129) Exp
ACAD8 (27034) Exp
ACADS (35) Exp
ACADVL (37) Exp
ACAP1 (9744) Exp
ACAT1 (38) Exp
ACBD4 (79777) Exp
ACCS (84680) Exp
ACCSL (390110) Exp
ACE2 (59272) Exp
ACER1 (125981) Exp
ACER2 (340485) Exp
ACKR2 (1238) Exp
ACKR4 (51554) Exp
ACOT11 (26027) Exp
ACOT13 (55856) Exp
ACOT4 (122970) Exp
ACP3 (55) Exp
ACP4 (93650) Exp
ACP6 (51205) Exp
ACP7 (390928) Exp
ACR (49) Exp
ACRBP (84519) Exp
ACSBG1 (23205) Exp
ACSBG2 (81616) Exp
ACSF2 (80221) Exp
ACSF3 (197322) Exp
ACSL3 (2181) Exp
ACSL5 (51703) Exp
ACSM1 (116285) Exp
ACSM2A (123876) Exp
