DepMap_ID,ARHGAP29 (9411) Exp,BCAR3 (8412) Exp,CCND1 (595) Exp,CDK6 (1021) Exp,CFLAR (8837) Exp,EGFR (1956) Exp,FERMT2 (10979) Exp,FOSL1 (8061) Exp,GRHL2 (79977) Exp,HNF1B (6928) Exp,ITGAV (3685) Exp,ITGB5 (3693) Exp,KLF5 (688) Exp,MDM2 (4193) Exp,MYC (4609) Exp,SNAI2 (6591) Exp,TIPARP (25976) Exp,WWTR1 (25937) Exp,YAP1 (10413) Exp,ZEB1 (6935) Exp,ZEB2 (9839) Exp,ZFP36L1 (677) Exp,EIF2AK3 (9451) Dep,MYC (4609) Dep,NQO1 (1728) Dep,SF3B1 (23451) Dep,SQSTM1 (8878) Dep
ACH-000023,4.3384244147835584,6.058749412335524,5.927896453728821,3.4019034716079584,5.642123916153487,6.159669547136702,4.277984747299765,8.382105211486744,0.2141248053528473,0.0285691521967709,4.647890091059215,5.447909748742077,2.19534759832222,4.918386234446348,7.2259304111710545,2.19534759832222,3.843983844048328,3.38404980679516,6.3826672527450405,2.9597701552114675,0.411426245726465,6.558267634055736,0.0593430661041978,0.9925943026038508,0.0317345967041116,0.9339271813080564,0.0521504663672983
ACH-000024,0.1505596765753814,0.5655971758542251,0.6229303509201767,4.732811872082943,5.936166777979151,0.1505596765753814,2.867896463992655,0.5360529002402097,0.0565835283663675,3.96254902292306,3.62993940943954,5.133810091106031,2.2203299548795554,3.5372960670908418,8.264020286214446,0.4750848829487828,3.517275693209581,0.2141248053528473,0.9486008474933558,3.396433531250992,0.3785116232537298,5.084489524936252,0.0115069472473347,0.9998683573897134,0.1113975596526842,0.990168137145897,0.0512521909276104
ACH-000025,4.370861740085285,6.503348735167505,6.569399948473218,3.953265239014844,5.015693807105145,4.397118409042582,5.495695162624068,8.528141509254205,0.01435529297707,0.01435529297707,5.085764553778314,6.067595696940041,2.0669502439246266,3.4462562298895643,6.5858639034626885,4.568640195419223,4.395062799517578,5.280585202564472,5.551208373946096,4.066950243924627,4.687620632084895,6.434461432441338,0.0453858552302646,0.998891120826764,0.2721009747385679,0.9792007727486008,0.0771917813172446
ACH-000028,2.7092906357233577,2.7224660244710908,8.1424644949771,2.950468414150123,4.181897643108388,1.144046369616707,3.665620164066381,2.6848187375532224,5.060479781407595,0.01435529297707,4.157852169141737,6.952217064973338,2.553360503335328,5.056583528366367,5.609400390006429,0.1634987322828795,2.594548549550354,3.880685525261125,4.2509615735332185,0.0976107966264223,0.070389327891398,7.032872249463233,0.0274254939267089,0.9915036202200478,0.0301901856900108,0.9997546021195528,0.0557252737578666
ACH-000029,5.418189947945766,6.023477151830433,6.248117329250832,3.48155728070859,6.354557946814536,8.14781546030508,2.8698714061777126,7.503428246591971,4.51096191927738,3.343407822297814,5.684818737553223,6.553514104085101,5.051807107013298,4.442280035252584,6.267348520202451,1.989139007368233,4.350497247084133,4.757556688939453,5.803227036434928,0.5360529002402097,0.0,5.965784284662087,0.027383423922639,0.9965306234824906,0.071581711523725,0.9907846912000836,0.019353101578549
ACH-000030,5.413120146403495,5.842727469292544,6.9478998862482655,3.3348542693316325,4.3743439890385005,6.56727163085093,2.1473066987802936,6.285772093249838,5.310340120612151,0.0565835283663675,3.364572432295856,7.335658322692879,4.76394266044725,3.929790997718597,5.641546029087524,2.456806149230474,4.344118334521428,5.215678596607928,5.537296067090842,0.5058909297299572,0.2509615735332188,6.615004241635032,0.0403839905673987,0.9975436022403168,0.0298454433346346,0.9999723572507052,0.0478108682230167
ACH-000035,5.198886990956932,5.60139939053183,5.919816770052789,3.7147950111181625,5.576522137920503,6.078097423026661,5.576219781209581,4.143230134776893,4.965322548367254,0.0426443374084937,5.916476644437717,6.413797150189212,5.184280294419382,4.880685525261125,4.886550147324343,0.632268215499513,4.016139702655253,4.470536865092583,6.2389778817708965,0.3219280948873623,0.4436066514756146,5.857483428286672,0.1181834512339409,0.985995988350356,0.0645211830643661,0.999999999797466,0.0334144219954652
ACH-000036,4.529196267999391,4.857980995127572,3.84197311892718,4.024142345897803,3.5897634869849773,4.507794640198696,4.050501697446727,5.537917249034082,0.0976107966264223,0.0426443374084937,6.591260524621525,7.144964082152017,0.6229303509201767,3.720278465233327,3.729008870337863,6.017921907997263,3.807354922057604,5.801934646273351,4.864433796365624,3.229587922740652,3.232660756790275,6.215872702903665,0.0223317868073911,0.9948857769499037,0.1374359081976551,0.998069108324437,0.2588411469654553
ACH-000037,5.989366114026064,6.609548138999429,6.4379600883344725,4.148120631123964,4.676380255466924,4.6959938131099,5.945092630539956,8.102920530200585,0.1110313123887439,0.0426443374084937,4.983677694698067,7.76460624310965,1.2868811477881614,3.5619370596224327,5.953963598870782,4.841469999465799,3.581351247168777,4.896271848807375,4.669593751188333,2.5459683691052923,5.042644337408494,7.929317594911761,0.0148644119377769,0.927101124241642,0.0517419767007148,0.9999456845549736,0.0112261261671793
ACH-000039,0.933572638261024,0.7048719644563528,9.123164368784092,0.5360529002402097,4.7564896067599705,0.1763227726404629,2.811471030529836,0.9855004303048848,0.0976107966264223,0.0426443374084937,4.125981653854716,6.96289600533726,1.2570106182060237,4.598722499676621,8.015192009825908,2.063502942306158,4.77663042305105,4.926473911256073,4.718635616271338,1.84799690655495,6.488482874444532,5.303780748177103,0.0464055930312556,0.9999976694292592,0.0148657026068808,0.9999830540295674,0.0738186949192607
ACH-000040,3.553360503335328,6.233811384293157,8.696793697082816,4.0,4.833396134163228,5.572586549385767,6.106222672919125,8.602624640855739,0.01435529297707,0.01435529297707,5.153400027735061,7.48058827023386,1.8875252707415875,4.482848283068465,5.457791260256042,5.702380501615525,5.535741941075111,6.285217246102088,6.953381655802552,4.7230123963923685,5.473462236235279,6.964629666720595,0.0558564322461045,0.9712147309963332,0.0674690448995831,0.9839260888796224,0.0219719781558183
ACH-000041,0.1505596765753814,1.111031312388744,10.118032615419509,0.1505596765753814,5.0192571186810815,0.1634987322828795,1.8875252707415875,1.9818526532897407,0.0565835283663675,0.0565835283663675,3.1076878693143737,4.673556423990145,0.84799690655495,4.579542224936903,7.243745234733984,1.070389327891398,4.283921772307617,2.9164766444377164,4.829849559844691,2.18269229751619,5.958842675243241,5.310340120612151,0.0279776296014288,0.996918548843462,0.0959937654674368,0.9989016116485188,0.0304256091826465
ACH-000042,4.623515741490549,5.972922364225416,6.726695004499616,2.91456452349394,5.550900664647523,5.040015678847879,2.327687364176047,7.95262477870811,3.8186460828225393,1.7092906357233577,4.925049964727359,6.527164192737208,4.89384755813292,3.689299160535892,5.328046556270742,2.903038270112912,5.05006629830629,5.905687848526862,5.227664072554389,1.15704371014558,0.8237493603082727,5.823749360308272,0.0660502416387617,0.9953937036253596,0.075539318319942,0.9903707825676772,0.0957641624633949
ACH-000045,0.0426443374084937,0.4436066514756146,0.5753123306874368,4.66732447027863,5.087887100933117,0.0840642647884745,0.0976107966264223,3.918386234446348,0.0285691521967709,0.01435529297707,0.3448284969974411,1.8914191868460783,0.4854268271702416,5.841469999465799,7.772875375504054,0.0285691521967709,2.5160151470036647,0.2141248053528473,0.1763227726404629,0.2141248053528473,6.514595714763664,1.7949356628035362,0.0155275211382802,0.9999417136189682,0.0586456254147532,0.9527382330374032,0.0093200129243451
ACH-000048,0.1505596765753814,1.2448870591235344,6.306517445249819,4.129283016944966,4.638073837180719,1.2570106182060237,5.187451054027326,3.4841381312016693,0.0565835283663675,0.01435529297707,5.814550423461808,3.503348735167504,0.2265085298086797,4.28021399581062,7.541483864054276,1.4276061727818994,2.4905701304462013,4.865423978313134,5.908332569782425,0.4750848829487828,5.239932613485237,6.581049900945041,0.0260958170401284,0.9960590882261288,0.0121854959451815,0.9944729100921792,0.0131932361956285
