DepMap_ID,ACH-000001,ACH-000004,ACH-000005,ACH-000007,ACH-000009,ACH-000011,ACH-000012,ACH-000013,ACH-000014,ACH-000015,ACH-000017,ACH-000018,ACH-000019,ACH-000021,ACH-000022,ACH-000023,ACH-000024,ACH-000025,ACH-000028,ACH-000029,ACH-000030,ACH-000035,ACH-000036,ACH-000037,ACH-000039,ACH-000040,ACH-000041,ACH-000042,ACH-000045,ACH-000048,ACH-000052,ACH-000053,ACH-000054,ACH-000055,ACH-000060,ACH-000067,ACH-000070,ACH-000074,ACH-000075,ACH-000076,ACH-000077,ACH-000078,ACH-000082,ACH-000085,ACH-000086,ACH-000087,ACH-000092,ACH-000093,ACH-000094,ACH-000095,ACH-000096,ACH-000097,ACH-000098,ACH-000099,ACH-000101,ACH-000103,ACH-000108,ACH-000111,ACH-000113,ACH-000114,ACH-000115,ACH-000116,ACH-000118,ACH-000120,ACH-000123,ACH-000124,ACH-000127,ACH-000128,ACH-000132,ACH-000133,ACH-000137,ACH-000138,ACH-000139,ACH-000141,ACH-000142,ACH-000143,ACH-000144,ACH-000145,ACH-000146,ACH-000147,ACH-000148,ACH-000149,ACH-000150,ACH-000151,ACH-000152,ACH-000153,ACH-000155,ACH-000159,ACH-000160,ACH-000161,ACH-000163,ACH-000164,ACH-000167,ACH-000168,ACH-000169,ACH-000172,ACH-000174,ACH-000176,ACH-000178,ACH-000181,ACH-000182,ACH-000183,ACH-000187,ACH-000188,ACH-000189,ACH-000190,ACH-000191,ACH-000192,ACH-000195,ACH-000198,ACH-000200,ACH-000202,ACH-000204,ACH-000206,ACH-000207,ACH-000209,ACH-000211,ACH-000212,ACH-000213,ACH-000215,ACH-000216,ACH-000217,ACH-000219,ACH-000221,ACH-000222,ACH-000223,ACH-000226,ACH-000227,ACH-000228,ACH-000231,ACH-000232,ACH-000233,ACH-000234,ACH-000235,ACH-000237,ACH-000238,ACH-000243,ACH-000244,ACH-000246,ACH-000247,ACH-000248,ACH-000249,ACH-000250,ACH-000251,ACH-000252,ACH-000253,ACH-000255,ACH-000256,ACH-000257,ACH-000258,ACH-000259,ACH-000260,ACH-000261,ACH-000262,ACH-000263,ACH-000264,ACH-000265,ACH-000266,ACH-000269,ACH-000271,ACH-000272,ACH-000273,ACH-000274,ACH-000276,ACH-000277,ACH-000278,ACH-000279,ACH-000280,ACH-000281,ACH-000282,ACH-000286,ACH-000288,ACH-000290,ACH-000291,ACH-000292,ACH-000293,ACH-000294,ACH-000295,ACH-000296,ACH-000302,ACH-000303,ACH-000304,ACH-000305,ACH-000307,ACH-000308,ACH-000310,ACH-000311,ACH-000312,ACH-000313,ACH-000315,ACH-000316,ACH-000317,ACH-000318,ACH-000319,ACH-000320,ACH-000322,ACH-000323,ACH-000324,ACH-000325,ACH-000326,ACH-000329,ACH-000330,ACH-000331,ACH-000332,ACH-000334,ACH-000335,ACH-000336,ACH-000337,ACH-000339,ACH-000341,ACH-000343,ACH-000344,ACH-000346,ACH-000348,ACH-000350,ACH-000352,ACH-000354,ACH-000355,ACH-000356,ACH-000359,ACH-000361,ACH-000362,ACH-000363,ACH-000364,ACH-000365,ACH-000366,ACH-000367,ACH-000368,ACH-000370,ACH-000371,ACH-000374,ACH-000375,ACH-000376,ACH-000377,ACH-000378,ACH-000381,ACH-000383,ACH-000385,ACH-000387,ACH-000389,ACH-000390,ACH-000391,ACH-000393,ACH-000395,ACH-000397,ACH-000398,ACH-000401,ACH-000402,ACH-000403,ACH-000404,ACH-000405,ACH-000406,ACH-000407,ACH-000408,ACH-000410
A1BG (1) Dep,0.094568234,0.012675754,0.053956595,0.026704345,0.059382915,0.009209604,0.132593842,0.062889401,0.035633104,0.158698603,0.034700164,0.079415138,0.021532297,0.088174304,0.052235901,0.08627828,0.065751858,0.113282009,0.142066762,0.051791208,0.029603092,0.049658101,0.087006347,0.033884059,0.005638361,0.025800724,0.029564606,0.029054584,0.032070813,0.022668258,0.078182085,0.022675123,0.121541608,0.011000354,0.029541355,0.015353933,0.006838516,0.02200245,0.033199263,0.034930037,0.035609839,0.12343536,0.073131959,0.015004814,0.013635909,0.002765354,0.058657222,0.061383756,0.020072029,0.028461225,0.006277388,0.063823866,0.045624146,0.115980906,0.047515709,0.064507028,0.114807122,0.010404082,0.120255077,0.063700894,0.166097937,0.009739537,0.022136073,0.15273517,0.134865023,0.144674211,0.021264091,0.014420653,0.04802213,0.029689985,0.049694556,0.107794695,0.010869241,0.018626752,0.166264229,0.041810305,0.016928339,0.025849694,0.150424299,0.056555053,0.010016465,0.016546234,0.00752396,0.035593775,0.032154846,0.2052705,0.012057113,0.117105656,0.171899922,0.04174927,0.007198957,0.066215726,0.003812668,0.029921341,0.014295872,0.274376808,0.032904661,0.026838681,0.043616598,0.053820293,0.028356214,0.017052264,0.048352883,0.11816542,0.014796407,0.025088711,0.060440281,0.031000613,0.009488368,0.036324074,0.023980635,0.004425473,0.051627415,0.062528897,0.009040039,0.143279605,0.072597427,0.21536103,0.042180205,0.062272599,0.077973213,0.022185833,0.116009067,0.059393398,0.015716801,0.014684629,0.020776813,0.075505703,0.006202449,0.022091517,0.171199348,0.03814111,0.112981986,0.043119663,0.108144179,0.183753313,0.023296909,0.064363867,0.075202534,0.005275523,0.036348272,0.014963134,0.088714007,0.038075556,0.02278877,0.075771136,0.006531418,0.138921602,0.084261113,0.07683885,0.184793829,0.048149434,0.040461454,0.297042603,0.006943949,0.070938917,0.028121595,0.085371403,0.058805546,0.178274484,0.036476311,0.068163762,0.033623041,0.003468322,0.028961904,0.058793947,0.078069956,0.530826669,0.02473883,0.039115547,0.025762413,0.016983294,0.079670219,0.037657055,0.091393908,0.038851486,0.047364138,0.018386322,0.013227163,0.18828184,0.03458158,0.007528488,0.052227617,0.05648878,0.048295026,0.059519927,0.04435288,0.021573207,0.037746505,0.008223394,0.008834818,0.019028307,0.025139062,0.026292065,0.017139782,0.022651395,0.037761887,0.042256175,0.022890557,0.02253407,0.057716812,0.02292434,0.012912423,0.053259329,0.138928339,0.13625375,0.023789164,0.03316322,0.068029828,0.050567671,0.334002533,0.023012777,0.420028695,0.0425383,0.031278742,0.039870098,0.111911752,0.05002201,0.00637239,0.010280414,0.042096501,0.032366341,0.019309439,0.068867251,0.028807155,0.026644378,0.114485589,0.038199849,0.203476388,0.01479135,0.021408189,0.607712239,0.032891462,0.018490263,0.002625199,0.031243222,0.154554722,0.009032099,0.050217795,0.035675739,0.027297139,0.021123172,0.042701033,0.048262992,0.096617142,0.037783827,0.051584207,0.00165066,0.063077296,0.005905934,0.040636299,0.079269451,0.011068365,0.037204529,0.058604905
A1BG (1) Exp,3.116031993,4.178714641,4.003602237,0.137503524,1.464668267,1.03562391,2.341985747,2.6622055,6.058749412,4.808385051,3.378511623,0.111031312,4.085764554,4.558879853,0.22650853,0,0.111031312,4.241840184,4.336997417,0.411426246,0.485426827,4.85847839,2.560714954,5.473137488,4.631104282,5.099295204,4.338424415,0.214124805,1.448900951,4.196921734,4.867402306,4.3950628,3.3305584,4.408711861,0.189033824,0.201633861,5.361768359,3.184280294,3.016139703,3.791814071,4.142413438,5.831877241,3.469885976,0.713695815,6.369117459,4.491853096,0.124328135,0.014355293,0.014355293,1.3950628,4.50779464,5.560103513,4.120186028,5.564378169,5.726558779,4.336283388,0.464668267,0.659924558,4.009884589,2.10433666,1.883620816,4.652486495,0.042644337,3.621758857,4.888986721,5.480911346,0.111031312,0.22650853,3.382667253,2.403267722,3.925999419,0.150559677,0.014355293,0.150559677,3.275007047,1.063502942,3.289834465,5.895060213,4.157852169,4.516645558,5.928607199,5.49057013,0,4.424250286,4.514753498,5.912170803,3.026800059,0.201633861,3.522306893,5.004051885,5.150559677,4.726831217,4.396433531,4.921245889,4.024142346,4.051372102,5.068240861,5.191404729,0.163498732,4.238022518,0.070389328,3.158660175,2.182692298,2.432959407,0.23878686,5.545041683,3.148934105,3.725741157,3.303050085,4.680324357,4.003602237,3.645009884,2.698218478,1.929790998,0.084064265,1.014355293,3.35473424,6.451046223,0.014355293,0.298658316,0.124328135,0.176322773,4.442943496,2.811471031,0.137503524,4.348374075,4.452858965,4.911691582,5.128870759,4.929790998,3.676944359,5.282439805,0.124328135,0.028569152,3.568032105,3.117695043,2.843983844,5.120600774,0.565597176,0,2.516015147,0.111031312,0.111031312,2.939226578,0.137503524,0,3.785550552,4.513490746,0.084064265,0.275007047,3.850999395,4.760753208,4.09085343,0.333423734,4.965784285,0.056583528,0.378511623,0.084064265,4.643278996,4.21023299,0.443606651,4.051372102,0.790772038,5.209063395,5.146492307,5.246027981,5.005399988,2.435628594,0.23878686,4.456806149,3.761285273,5.133810091,5.455820365,0.321928095,4.596338864,5.150153455,3.7322692,4.696550301,2.480265122,3.94673086,0.163498732,5.168321116,2.873813198,0,3.358958826,4.587364991,0.070389328,4.233427944,0.422233001,5.606738317,0.124328135,0.855989697,0.176322773,5.202417722,0.056583528,5.209843231,5.642412773,0.275007047,0.378511623,4.987775616,4.876762491,3.993674362,0.137503524,0,4.958378712,4.390942773,5.297925053,0.310340121,0.111031312,3.582556003,4.189033824,0.485426827,0.014355293,5.627606838,0.378511623,5.292045492,0.378511623,4.317593505,0.378511623,4.14404637,4.971313624,3.592158002,4.589763487,4.816599707,4.642701572,3.613531653,3.026800059,5.108106224,0.189033824,2.737686761,2.411426246,4.336997417,4.305970521,0.310340121,3.389566812,0.111031312,0,0.070389328,4.705425039,4.708187236,0.659924558,4.399171094,0.111031312,3.070389328,0.790772038,6.0721058,4.59275601,3.832890014,0.163498732,4.315421316,3.852997588,2.757023247,3.924099886,0.201633861,0.201633861
A1CF (29974) Dep,0.012518528,0.04901064,0.027968423,0.08358772,0.051826138,0.026634974,0.023306342,0.083142568,0.066640367,0.022402344,0.067241042,0.035430074,0.029628999,0.051744736,0.017679081,0.127615703,0.038075267,0.1210325,0.053299179,0.037401414,0.245289764,0.032381945,0.055676292,0.00706477,0.013047398,0.017694632,0.009967149,0.056727725,0.00913344,0.084135378,0.026624559,0.048957359,0.033056832,0.003952164,0.024004795,0.148368003,0.01641572,0.017106682,0.017563048,0.032262862,0.061920242,0.026494012,0.0315087,0.017183371,0.061789909,0.002756809,0.058221858,0.021770968,0.009640962,0.09361115,0.025707929,0.025515146,0.098651619,0.036152993,0.048001424,0.024976716,0.059070007,0.064421025,0.046324739,0.122640449,0.026556924,0.118180754,0.039477812,0.071258709,0.10224446,0.036440208,0.041222684,0.108804921,0.034318267,0.076082498,0.06109077,0.029010561,0.032625071,0.165074577,0.01160502,0.093651892,0.054995934,0.092163486,0.076696788,0.030074011,0.082494009,0.007888179,0.010170987,0.023676804,0.079145485,0.007007673,0.099070953,0.109923724,0.012344468,0.027614784,0.003885503,0.052062474,0.007745735,0.042243293,0.047286488,0.063202047,0.071513951,0.069687675,0.015370153,0.027784651,0.037355845,0.008476029,0.01713538,0.017567178,0.009148565,0.060107072,0.04578184,0.036623528,0.058697965,0.073280181,0.032795981,0.10652855,0.039939942,0.047793888,0.134549757,0.031526089,0.065917462,0.034811297,0.070321983,0.021770151,0.003030251,0.098545343,0.019648164,0.042847615,0.014641566,0.191560796,0.049408256,0.067317194,0.162235122,0.028975143,0.030506493,0.032545382,0.122669132,0.043402893,0.040641535,0.038258379,0.111878707,0.03220711,0.032351044,0.005882149,0.016856356,0.007903534,0.043361637,0.068679155,0.017144122,0.01524755,0.019383166,0.02207005,0.101671708,0.068140909,0.021846856,0.050641264,0.103865442,0.012202111,0.014375484,0.02069368,0.053369986,0.036082665,0.015778926,0.022445434,0.042793224,0.058555259,0.031185191,0.04039886,0.056456563,0.017744301,0.149246602,0.019354983,0.021699511,0.015101547,0.101966363,0.058230428,0.060404813,0.026768399,0.058086478,0.094855184,0.356804241,0.011442913,0.076346463,0.038765886,0.011226375,0.008838979,0.04371912,0.021702557,0.040890448,0.031148397,0.014307155,0.010067394,0.054939694,0.040346479,0.018092006,0.232968119,0.068132531,0.088123338,0.037649497,0.055121959,0.047567615,0.084647291,0.085571342,0.038179879,0.021921519,0.240498415,0.103867346,0.038870417,0.048757167,0.124238121,0.009243548,0.043571962,0.049579837,0.021249147,0.115821301,0.013532057,0.004955267,0.034227969,0.030401379,0.038414901,0.019916906,0.010076119,0.148738279,0.047808295,0.142378384,0.024487655,0.03148487,0.002028368,0.051553347,0.010454187,0.010615438,0.183469627,0.035239115,0.109680174,0.134422304,0.119015905,0.040332084,0.050694598,0.099454934,0.011256954,0.069025029,0.187952188,0.087381482,0.056384013,0.064823974,0.037752849,0.084561054,0.03578048,0.021630799,0.034205262,0.024587409,0.06947024,0.051287969,0.044882307,0.049316125,0.074322763,0.104461917,0.046821466,0.031404589
A1CF (29974) Exp,0.056583528,0,0.014355293,1.40599236,3.586164246,0.084064265,0.028569152,0.028569152,0.042644337,0.214124805,0.014355293,0,0.014355293,0.056583528,1.959770155,0.056583528,0.028569152,0.014355293,0.014355293,0.042644337,0.014355293,0.014355293,0.097610797,0.042644337,0.028569152,0.014355293,0.014355293,0.070389328,0.014355293,0,0,0.014355293,0.042644337,0.056583528,0.014355293,0.042644337,0,0.028569152,0.097610797,0.084064265,0.014355293,0,0.028569152,0.014355293,0.028569152,0.014355293,0.028569152,0,2.121015401,0,1.189033824,0.084064265,0.042644337,0.028569152,0.214124805,0.014355293,0.687060688,0.014355293,0,0.042644337,1.084064265,0,0.097610797,0,0.014355293,0,0,0.042644337,0.014355293,0.014355293,0,0.084064265,0.014355293,0.014355293,0.042644337,0.042644337,0.22650853,0.042644337,0,0,0.014355293,0.014355293,0.042644337,0.014355293,0.014355293,0,0.014355293,0.150559677,0.028569152,0.070389328,0.028569152,0,0.014355293,0.014355293,0.028569152,0,0.014355293,0,0.056583528,0.056583528,0,0.042644337,0.014355293,0.014355293,0.056583528,0,3.361768359,0.014355293,0,0.014355293,0.042644337,0.014355293,0.070389328,0.014355293,0.028569152,0.378511623,0.056583528,0,0,0.014355293,0.014355293,0.084064265,0.042644337,0.310340121,3.452858965,0,0.084064265,0.014355293,0.014355293,0.042644337,0.028569152,0.028569152,0.042644337,0.028569152,0.028569152,0.070389328,0.042644337,0,0,2.09423607,0.014355293,0.014355293,0.584962501,0.815575429,2.767654798,2.508428653,0.042644337,0.014355293,0.014355293,0.137503524,0.056583528,0.028569152,0.056583528,0,0,0.042644337,0.042644337,0.014355293,0,0,0,0.028569152,0.084064265,0.014355293,0,0.014355293,0.028569152,0,0,0.956056652,2.080657663,0.014355293,0.042644337,3.176322773,0.214124805,0.014355293,0.014355293,0.014355293,0.056583528,0,2.843983844,0.014355293,0.028569152,0.014355293,0.028569152,0.014355293,0.150559677,0.056583528,0.111031312,0.042644337,2.95419631,0.056583528,0,0.028569152,0,0.042644337,0.042644337,0.028569152,1.49057013,0.056583528,0.014355293,0,0.150559677,0.028569152,0.014355293,0,0,0.014355293,0.014355293,0,0.042644337,0,0,0,0.014355293,0.084064265,0.321928095,0.028569152,0.084064265,0.042644337,0,0,0.056583528,0.163498732,0,0,0,0,0.042644337,0,0.23878686,0.014355293,0,0.214124805,0.056583528,2.169925001,0.014355293,1.914564523,0,0.028569152,0.014355293,0.028569152,0.070389328,0.042644337,0.042644337,0,0,0,0.042644337,0.014355293,0,0,0,0,0
A2M (2) Dep,0.027459689,0.075933338,0.010138917,0.008852899,0.015370461,0.014966606,0.00466083,0.022577199,0.014464275,0.044023802,0.034602442,0.10693441,0.006174052,0.03713237,0.007742752,0.045439571,0.037695912,0.034559837,0.007282324,0.018876618,0.009961141,0.024255667,0.02703461,0.045214536,0.025000729,0.077228207,0.010294121,0.01694378,0.016519993,0.015443913,0.007137921,0.029136991,0.034460576,0.010317548,0.049658596,0.029071984,0.01114527,0.0050767,0.008641123,0.020144796,0.089999672,0.014650401,0.042126132,0.008122708,0.01337208,0.31810752,0.014013338,0.082838651,0.005938096,0.014034822,0.038716369,0.015274172,0.009803777,0.037711955,0.014825997,0.062849557,0.01341867,0.026224807,0.024665958,0.045146282,0.056787745,0.052277655,0.03866183,0.015100345,0.079919545,0.053919361,0.040689058,0.023818616,0.011816572,0.007477055,0.025539058,0.058404798,0.076975134,0.038370535,0.021542243,0.018349589,0.106838183,0.017644934,0.071856492,0.028417642,0.060266818,0.018708025,0.03540632,0.009005737,0.034020713,0.030222194,0.023995879,0.024642039,0.03800567,0.01169405,0.007987177,0.033080747,0.025347018,0.011635602,0.047540803,0.01166436,0.033100676,0.035063881,0.01791504,0.061523123,0.014954259,0.042838371,0.059256804,0.02497191,0.027102996,0.007681033,0.040717228,0.019832085,0.043841859,0.0219057,0.021536005,0.044399368,0.0183822,0.030977456,0.016502642,0.040671167,0.011405162,0.053285876,0.015486337,0.025271598,0.018662049,0.012116372,0.027899039,0.023952108,0.107031787,0.054841401,0.014871522,0.059630147,0.020879911,0.029346243,0.010492338,0.052578357,0.053675127,0.048141549,0.017258808,0.046063341,0.037597674,0.062744446,0.032509259,0.012680187,0.056189813,0.012638376,0.034724859,0.045153991,0.018520092,0.019448869,0.050845332,0.018531702,0.011972555,0.021759605,0.071038309,0.034758003,0.039059106,0.014044992,0.00219781,0.053725182,0.006670575,0.097164197,0.005082025,0.050981257,0.039470521,0.066825726,0.035355435,0.03441938,0.099705418,0.024007836,0.024539029,0.028462857,0.025213456,0.131410864,0.145266376,0.014236969,0.02334023,0.02631448,0.074285636,0.012058896,0.050268945,0.033913809,0.108150137,0.067728571,0.007577789,0.136137532,0.032902882,0.033055818,0.032333211,0.04658342,0.049646657,0.017893591,0.028344448,0.014975893,0.040419539,0.026264803,0.010371719,0.017270036,0.138543183,0.036306151,0.021621351,0.02766658,0.00935466,0.073641328,0.016025049,0.006844368,0.013061786,0.029639727,0.034275095,0.042576334,0.052455991,0.039760607,0.018049789,0.019498717,0.00913006,0.041037128,0.025434741,0.064546322,0.027050869,0.03132543,0.004850371,0.246299251,0.005830613,0.033070513,0.12002043,0.017680917,0.031160739,0.018580771,0.12761356,0.04912116,0.029423192,0.043981266,0.028449301,0.031558994,0.025119577,0.110614831,0.018383028,0.012425069,0.021286474,0.006047106,0.037758323,0.029512804,0.108135969,0.030163528,0.014474246,0.032320607,0.030725179,0.016136965,0.091956824,0.058633287,0.118289647,0.005065832,0.028802453,0.007373445,0.007145957,0.061955625,0.042232957,0.026165152,0.03180366
A2M (2) Exp,0.22650853,0.214124805,0.137503524,0.201633861,0.250961574,0.042644337,0.070389328,0.084064265,6.260402093,3.297191417,0.163498732,0.22650853,0.201633861,0.014355293,0.056583528,0.150559677,0.263034406,0.056583528,0.298658316,0.214124805,0.137503524,0.014355293,0.189033824,0.35614381,0.757023247,0.111031312,0.925999419,0.042644337,0.014355293,6.903761365,1.992768431,0.070389328,0.263034406,0.150559677,0.111031312,0.201633861,0.22650853,0.367371066,0.084064265,1.22650853,0.070389328,0,0.189033824,0.084064265,0.992768431,0.475084883,0.084064265,0.389566812,0.042644337,0.111031312,0,0.201633861,0.526068812,0.545968369,0.333423734,0.176322773,0.124328135,0.201633861,0.333423734,0.150559677,0.056583528,0,0.056583528,2.13093087,7.007419784,0,0.070389328,1.469885976,0.250961574,2.440952198,2.430285273,0.201633861,0.124328135,0.189033824,0.070389328,0.565597176,0.344828497,0.056583528,1.137503524,0.111031312,0.124328135,0.286881148,0.201633861,0.310340121,0.137503524,0.014355293,0.014355293,0.669026766,0.111031312,0.189033824,0.070389328,0.084064265,0.163498732,0.163498732,5.280956314,0.111031312,0.111031312,0.189033824,0.485426827,0.111031312,0.084064265,0.097610797,0.40053793,0.189033824,0.286881148,0.070389328,0.214124805,0.176322773,0.23878686,0.137503524,0.50589093,0.333423734,0.070389328,0.286881148,0.111031312,0.263034406,0.070389328,0.286881148,0.042644337,0.150559677,0.321928095,0.056583528,3.365972428,3.770829046,0.070389328,0.056583528,0.111031312,0.214124805,0.150559677,1.500802053,5.319039816,0.042644337,0.097610797,0,0.214124805,0.163498732,0.070389328,1.565597176,0.124328135,0.214124805,1.438292852,1.232660757,0.214124805,0.056583528,0.378511623,0.22650853,0.176322773,2.495695163,0.014355293,0.879705766,0.189033824,0.263034406,0.82374936,0.056583528,0.575312331,0.176322773,0.367371066,0.263034406,0.056583528,0.176322773,0.070389328,1.761285273,8.007700087,0.124328135,0.028569152,0.286881148,0.422233001,0.464668267,0.070389328,0.056583528,0.176322773,0.111031312,0.084064265,6.806968434,1.40599236,0.948600847,0.084064265,0.084064265,0.344828497,0.150559677,0.124328135,6.893604905,0.163498732,0.028569152,0.137503524,0.097610797,0.111031312,0.22650853,0.378511623,0.411426246,2.655351829,0.250961574,0.111031312,0.263034406,0.137503524,6.078951341,0.137503524,0.084064265,0.176322773,0.163498732,2.845991771,0.056583528,0.555816155,0.150559677,0,0.070389328,0.176322773,0.214124805,0.028569152,0.250961574,0.014355293,0.310340121,0.263034406,4.748461233,0.176322773,0.214124805,0.056583528,0.263034406,0.014355293,0.124328135,0.097610797,0.176322773,0.070389328,1.90303827,0.124328135,0.137503524,0.250961574,0.310340121,7.552207976,0.042644337,0.014355293,0.111031312,0.137503524,1.084064265,0.176322773,0.056583528,0.056583528,0.189033824,0.40053793,2.028569152,0.286881148,0.111031312,0.084064265,0,0.070389328,0.124328135,4.195347598,0.176322773,0.028569152,4.3652726,0.23878686,0.042644337,0.201633861,0.150559677,3.460742564
A2ML1 (144568) Dep,0.025962067,0.033214782,0.005448141,0.011299476,0.011720931,0.003487643,0.002900603,0.009602296,0.01512558,0.017901883,0.037279087,0.008521104,0.010709613,0.039637941,0.061040173,0.067801933,0.043271871,0.008308903,0.005566009,0.010586326,0.008339668,0.023335599,0.005142945,0.012762367,0.000525374,0.044932399,0.157082738,0.01708983,0.018493264,0.021202185,0.012611068,0.018115667,0.023654901,0.004040442,0.026940467,0.00838898,0.000822913,0.00064938,0.005162405,0.173533233,0.042952146,0.055884625,0.007538012,0.005842684,0.00496428,0.005761948,0.008219623,0.152266179,0.006407509,0.041688749,0.01658906,0.008889612,0.01027717,0.040946427,0.049502498,0.016667744,0.023254338,0.004921635,0.021204125,0.014308338,0.019572648,0.005123846,0.019092807,0.039175294,0.032122747,0.012251293,0.031973536,0.029791761,0.006807909,0.002739547,0.004181711,0.098473617,0.020690829,0.005874832,0.008861641,0.060111031,0.02056217,0.01031519,0.008810456,0.018255007,0.044899283,0.098799177,0.01599942,0.001105534,0.015077008,0.016554053,0.044016646,0.062701371,0.031263906,0.014385441,0.032426047,0.018231415,0.417271667,0.010593628,0.009263059,0.007587882,0.017555862,0.009552843,0.012569902,0.035629427,0.01165578,0.01784195,0.013093754,0.009888883,0.003282211,0.093045335,0.053161525,0.035995917,0.039814421,0.039106586,0.019312644,0.028658768,0.011502446,0.059908388,0.006287012,0.011197435,0.016125005,0.005232983,0.010291896,0.011938142,0.013079958,0.006140466,0.02959835,0.02785417,0.018527266,0.019494358,0.030863951,0.036934945,0.070928997,0.016900479,0.031679468,0.061856043,0.022358837,0.012700595,0.039050794,0.025069095,0.017861415,0.008450118,0.049311239,0.007825494,0.009533867,0.00955225,0.026362598,0.007930259,0.030154298,0.00735201,0.007162414,0.053145175,0.035706174,0.00677824,0.025366776,0.009184517,0.012892873,0.016355405,0.032281733,0.027095394,0.0084549,0.021668181,0.012626976,0.034388379,0.026305512,0.051505739,0.052350959,0.002030615,0.019981572,0.032767714,0.036391399,0.092681394,0.076426662,0.042521368,0.007000212,0.042620803,0.013271571,0.024727802,0.013177371,0.015495407,0.097335986,0.026255036,0.017387735,0.022703714,0.004189606,0.001423132,0.017598823,0.041508721,0.026157711,0.021609909,0.006784824,0.011002426,0.021316284,0.073881789,0.005194699,0.072124394,0.008808594,0.014590889,0.015137869,0.021726195,0.002863662,0.022966102,0.008154713,0.005178504,0.013436464,0.019037446,0.018939071,0.026263585,0.030622573,0.126588416,0.044122182,0.0280082,0.021794178,0.010080654,0.028652811,0.061291505,0.033004231,0.013892515,0.081750107,0.027825004,0.034532391,0.034235468,0.012491381,0.004740136,0.067213787,0.034585696,0.042596514,0.035064233,0.290984334,0.043415189,0.035713266,0.021912127,0.000921009,0.029476582,0.04799512,0.139765607,0.020362813,0.007394381,0.008005309,0.028617066,0.029383732,0.024246029,0.038649866,0.021064238,0.015592285,0.009477942,0.031035434,0.016538849,0.015512415,0.012992533,0.005597006,0.047802169,0.122678407,0.000669547,0.101955023,0.010952136,0.002646778,0.037323552,0.004851743
A2ML1 (144568) Exp,0.111031312,0.344828497,0.014355293,0,0,0.014355293,0.014355293,0.150559677,0.23878686,0,3.260025656,0.014355293,0.070389328,0.028569152,0,0,0.014355293,0,0,0.097610797,3.456806149,4.929317595,0,0.028569152,1.799087306,0,3.288358562,4.673556424,0.014355293,0.014355293,3.187451054,0,0.014355293,0.028569152,2.521050737,0.014355293,0.014355293,0.084064265,0,0.150559677,0.014355293,0,0.014355293,2.618238656,0.014355293,0.555816155,0.084064265,3.969012308,0.028569152,0.014355293,0,0,0.263034406,0,0,0.111031312,0,0.201633861,0,0.713695815,0.176322773,0.056583528,1.495695163,0,0.084064265,0.014355293,0,0.014355293,0,0.014355293,0.344828497,0.014355293,2.384049807,1,0.176322773,0,2.871843649,0,0.150559677,0.137503524,0,0.111031312,0.070389328,0,0.014355293,0.124328135,0.201633861,0.028569152,0,0.028569152,0.124328135,0,0,0.084064265,0,0,0,0,0,4.206330648,0.042644337,0.014355293,0,0.298658316,0,0,0.014355293,0.201633861,0.201633861,0.042644337,0.137503524,0.056583528,0.070389328,0.042644337,0.028569152,0,0.176322773,0.014355293,0.263034406,0,0.042644337,0.124328135,0,0.124328135,0.014355293,2.049630768,0,0.014355293,3.758089934,0.028569152,0.014355293,0.014355293,0.042644337,2.680324357,0,4.870857864,0.014355293,0.070389328,0,0,2.464668267,0.097610797,0.014355293,0,0,0.070389328,0,0.097610797,0.014355293,0.014355293,0,0.014355293,0.097610797,0,0.014355293,0,0.150559677,2.014355293,0.028569152,0,0,0,0.014355293,0.137503524,0.189033824,0,1.298658316,1.485426827,0.495695163,0,0.86393845,0,0.014355293,0.014355293,0.014355293,1.815575429,0.014355293,0.084064265,1.014355293,0.028569152,0,0,0.669026766,0.056583528,0,0,0.250961574,0.028569152,0.014355293,0.014355293,0,0,0,0.056583528,0,0,0,0.014355293,0.124328135,0.948600847,0,0.286881148,0,0.097610797,0.028569152,0.014355293,0,0,0,0,0.367371066,0.028569152,0.014355293,0.014355293,0.124328135,1.678071905,0.214124805,0.014355293,0.028569152,0,0,0,0,0.014355293,0,0.137503524,0.014355293,0,0,0.22650853,2.827819025,0.014355293,0,0.275007047,0.014355293,0.056583528,0.042644337,0,0.097610797,0.042644337,0.887525271,0.613531653,0.028569152,0,0.137503524,0,0.014355293,0.014355293,0.389566812,0.056583528,0,0.014355293,0.028569152,0.084064265,0.014355293
