DepMap_ID
ABCA10 (10349) Exp
AFAP1 (60312) Exp
AKIP1 (56672) Exp
ANXA1 (301) Exp
ARL14EPL (644100) Exp
ATG7 (10533) Exp
ATP6V1D (51382) Exp
AXL (558) Exp
BBX (56987) Exp
BIRC2 (329) Exp
C12orf4 (57102) Exp
CASP1 (834) Exp
CC2D1B (200014) Exp
CD44 (960) Exp
CPA4 (51200) Exp
CSF1 (1435) Exp
CSF3 (1440) Exp
CYB5D1 (124637) Exp
DNAJA1 (3301) Exp
DNER (92737) Exp
DUSP7 (1849) Exp
ETS1 (2113) Exp
FAM126A (84668) Exp
FAS (355) Exp
FBXO33 (254170) Exp
FGF2 (2247) Exp
FGF5 (2250) Exp
IGFBP6 (3489) Exp
IL12RB1 (3594) Exp
IL7R (3575) Exp
ITPRIP (85450) Exp
KIAA1549L (25758) Exp
LDHA (3939) Exp
MAP3K7CL (56911) Exp
MED31 (51003) Exp
MRGPRX3 (117195) Exp
MYPN (84665) Exp
NR3C1 (2908) Exp
PLSCR3 (57048) Exp
PRNP (5621) Exp
RNASEK (440400) Exp
RNF145 (153830) Exp
SLC20A1 (6574) Exp
SLC25A12 (8604) Exp
SNAPC1 (6617) Exp
STK17A (9263) Exp
TAPBPL (55080) Exp
TINF2 (26277) Exp
TIPARP (25976) Exp
TMEM43 (79188) Exp
TREX1 (11277) Exp
TTPAL (79183) Exp
UCN2 (90226) Exp
WARS1 (7453) Exp
WDR25 (79446) Exp
WDR36 (134430) Exp
ZBTB8OS (339487) Exp
